"","X.1","X","countries","countrycode","AverageGDPrate","GDP","birdspeciesthreatened","ln_landarea","Gov","average_population_density","mammalspeciesthreatened","Price_Index_yr2011","terrestrialprotectedareasoftotal","ln_popdnsty","constant","AvgCO2ReductionPercent","new_domexp","ln_newdomexp","AvgAgGrowth","GDPmultiplier","X2030GDP","iso3c.x","aglandpercent","futureagland","growthmultiplier_agland","futureco2level","growthmultiplier_co2ems.x","iso3c.y","co2emissions","AvgCO2Growth","iso3c","co2ppp","futureco2levelppp","growthmultiplier_co2ems.y","ln_futureGDP","ln_futureAgLand","ln_futureco2ppp","futureGDP_sq","ln_rishman","ExpRishman","mlr1Expenditures","oilrentsofgdp","terrestrialandmarineprotectedare","RishmanNeeds","mlr1Needs","SPCO2growth","SPAgGrowth","ExpRishmanSP","Expmlr1SP","RishmanNeedsSP","Mlr1NeedsSP","futureCO2_EMS","GSGDPgrowth","GSgdp","ln_GSGDP","GSgdp_sq","GCco2reduction","GCAgGrowth","Expmlr1GC","RishmanNeedsGC","mlr1NeedsGC","ExpRishmanGC"
"104",104,104,"Kosovo","XKX",0.0341857024406982,7938990793.20113,NA,9.295324,-0.8776249,164.02,NA,58.6611,NA,5.09998837160826,1,NA,NA,NA,NA,1.01709285122035,11883589759.8663,"XKX",NA,NA,NA,NA,NA,"XKX",NA,NA,"XKX",NA,NA,NA,23.1984242735762,NA,NA,538.166888776848,NA,NA,NA,4.50345,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.0170928512203491,9729544756.2046,22.9984329444038,528.927917898237,0.3,-0.3,NA,NA,NA,NA
"105",105,105,"Kuwait","KWT",0.00999154305466215,140645364238.411,11,9.788076,-0.1574891,185.905,7,80.3532,17.5005,5.22523579054644,1,-4.29550103990891,5647000,15.546634988655,0.00314317910070778,1.00499577152733,158466793414.271,"KWT",8.41750841750842,5.89225589225589,1.00003143179101,186996.731821634,1.04295501039909,"KWT",95408.006,4.29550103990891,"KWT",0.337002780089194,0.285691905662106,0.989729530036978,25.7888109030417,2.13075391021213,-1.25284130174596,665.062767792843,15.8877984513668,7942975.02527345,9352569.54269484,0.329237,10.9987,8364021.76655496,14991863.9117191,0,0,7937099.0121152,6787135.59822272,9088955.21801908,10964810.9457473,0.235901946062436,0.00499577152733108,149312523673.61,25.7293074205832,661.997260342877,0.3,-0.3,5598300.07675618,8647950.59637479,9086712.67087384,7516759.19697421
"106",106,106,"Kyrgyzstan","KGZ",0.043520561988068,8092836608.78875,15,12.16421,-1.746043,29.6238,5,49.6224,6.63846,3.38857809230578,1,-5.92764698304533,NA,NA,-0.178127443573329,1.02176028099403,13493136208.3062,"KGZ",54.9582898852972,38.470802919708,0.998218725564267,24141.3417891145,1.05927646983045,"KGZ",9607.54,5.92764698304533,"KGZ",0.490438920698797,0.45853228839771,0.995804448791546,23.3254469640826,3.98161445272458,-0.77972456795986,544.076476074229,16.2798128035081,11755276.9928151,12297305.3943519,0,6.63993,12287986.4119721,19581254.2796336,0,0,12002406.6280289,8573033.76612478,11627021.419079,13771440.8652966,0.343307244489158,0.021760280994034,10478255108.5674,23.072568004703,532.343394331644,0.3,-0.3,5164982.22638161,8691392.86950507,8399844.14730098,8729915.6992469
"107",107,107,"Lao PDR","LAO",0.0754454463209826,17953786416.1431,29,12.34931,-1.168843,27.933,45,39.6289,16.6815,3.3298087855745,1,-5.7606750395198,NA,NA,1.5859694653751,1.03772272316049,42975078081.4985,"LAO",10.2642980935875,7.18500866551125,1.01585969465375,4788.78726974424,1.0576067503952,"LAO",1954.511,5.7606750395198,"LAO",0.0517352817741785,0.0275619049604617,0.961407820964445,24.4838862051188,2.54896508282211,-3.59132071474419,599.460683705207,16.5972356256193,16146851.347455,20858602.9550728,0,16.6822,30037045.9860701,32789073.0084009,0,0,15514366.3147046,8145738.15978239,28959726.6509693,13101344.2026647,0.0362146972419249,0.0377227231604913,27998320079.2946,24.0554103481537,578.662767018058,0.3,-0.3,5978663.00179412,25068353.0741303,9688570.21829985,13248745.2803009
"108",108,108,"Latvia","LVA",0.0054972859711177,34409229177.9105,11,11.03796,1.85179,33.0762,1,88.0876,18.1709,3.49881399052201,1,0.396658393523564,8668000,15.9751486416384,0.412523953254506,1.00274864298556,36749021188.374,"LVA",31.0550016082342,21.7385011257639,1.00412523953255,6544.91430516374,0.996033416064764,"LVA",6974.634,-0.396658393523564,"LVA",0.14671027123787,0.0589864279220564,0.944644115538211,24.3273774279206,3.49339443464272,-2.83044789675796,591.821292520501,17.7498121107085,51126428.369697,48256838.7317347,0.037751,17.5107,38370802.9419121,74324922.4901112,0,0,49613620.6798211,42422636.095458,50087608.6258151,65544406.7346955,0.102697189866509,0.00274864298555885,35561489152.2845,24.2945291238886,590.224145351474,0.3,-0.3,30855954.4166997,43517207.2103185,48044414.8310833,42539398.091685
"109",109,109,"Lebanon","LBN",0.0347767333148524,56639155555.5556,11,9.23308,-1.860752,555.534,10,71.7674,2.59487,6.31992981332728,1,-4.30266073553684,8320000,15.9341728127974,-0.303729473610491,1.01738836665743,85364368445.7888,"LBN",64.3206256109482,45.0244379276637,0.996962705263895,47228.6660559612,1.04302660735537,"LBN",24070.188,4.30266073553684,"LBN",0.294550427118684,0.193644938034995,0.97412660711961,25.1701946193618,4.12129351788473,-1.64172901312551,633.538697176549,15.439338115058,5072468.36989515,4820646.09019625,0,1.0426,6928591.60229364,7853027.45349702,0,0,5283072.08735069,4045667.35476834,5239591.08702818,6618736.27515673,0.206185298983079,0.0173883666574262,69655911275.9804,24.9668334047264,623.34277025936,0.3,-0.3,2208849.80414959,3787552.98250783,3667326.70815652,3704248.49515165
"110",110,110,"Lesotho","LSO",0.034199473137054,2738786277.79392,8,10.32088,-0.702312,66.8238,4,69.6686,0.260926,4.20205930451246,1,-2.21158678239043,NA,NA,0.23901736605976,1.01709973656853,4100245772.51959,"LSO",77.635046113307,54.3445322793149,1.0023901736606,3502.09612857583,1.0221158678239,"LSO",2467.891,2.21158678239043,"LSO",0.406362875216732,0.20660871493897,0.958604941166124,22.134312753377,4.385441454755,-1.57692854051942,489.92780106431,15.9317677471176,8300013.89712279,14375812.6979721,0.085533,0.260612,10189422.9109535,22804040.3860435,0,0,7942722.5483654,10758139.2059246,7010076.7804952,17186264.984554,0.284454012651712,0.017099736568527,3356762734.67782,21.9342428746621,481.111010484667,0.3,-0.3,5825535.77204768,4819534.78874048,9446388.81368251,5271774.72107317
"111",111,111,"Liberia","LBR",0.0420340025651144,3.264e+09,14,11.47543,-1.978815,42.6348,24,66.6759,3.53087,3.75267082120142,1,-5.81102202856167,NA,NA,0.321899704788113,1.02101700128256,5349741997.24033,"LBR",28.031561461794,19.6220930232558,1.00321899704788,2308.58377208971,1.05811022028562,"LBR",935.085,5.81102202856167,"LBR",0.16140512636982,0.104071883887538,0.972945482094444,22.4003141718766,3.3783246507904,-2.26267342737708,501.774074998775,15.1342171945639,3738582.9026866,4749526.22798931,0,1.06513,4526144.8278538,7739970.4869711,0,0,3660976.94815796,2732478.42682103,4442109.60686492,4513265.56008274,0.112983588458874,0.0210170012825572,4189342183.43964,22.1558095617627,490.879897337097,0.3,-0.3,2014992.51708823,3738500.4286208,3352957.5182881,3031555.94105306
"112",112,112,"Libya","LBY",0.0484820345127987,48364208571.4286,8,14.38056,-4.310379,3.569,10,64.5608,0.211232,1.27228544450802,1,-2.68538861802693,NA,NA,-0.0227500223901442,1.0242410172564,85360314280.1343,"LBY",8.72387101174171,6.1067097082192,0.999772499776099,87093.1851720291,1.02685388618027,"LBY",56996.181,2.68538861802693,"LBY",0.531033592648929,1.27253791033751,1.05614074073021,25.1701471257529,2.1628776972969,0.241013261012527,633.536306332046,15.6036008767806,5978025.43617265,2860247.32408773,0,0.288586,5778673.15640085,4719049.77621834,0,0,6039859.32174791,2359004.67745529,5836423.20325016,3910361.0102869,0.37172351485425,0.0242410172563993,64468868984.2479,24.8894482928274,619.484636321331,0.3,-0.3,1783611.82846223,5263234.22437764,2976765.33162929,5394023.79759884
"113",113,113,"Liechtenstein","LIE",0.003203029320179,NA,2,5.075174,3.691038,228.501,0,NA,22.1201,5.4315405866923,1,4.34727737248746,NA,NA,-2.69247835426352,1.00160151466009,5281177528.65539,"LIE",32.2499990463257,22.574999332428,0.973075216457365,21.6097396427222,0.956527226275125,"LIE",44.004,-4.34727737248746,"LIE",NA,NA,NA,22.3874149265908,3.09140346788091,NA,501.196347095342,NA,NA,1850942.97276271,47.4261,22.1199,NA,3086352.4076039,0,0,NA,6922420.48852561,NA,11177995.3418279,NA,0.0016015146600895,NA,NA,NA,0.3,-0.3,NA,NA,NA,NA
"114",114,114,"Lithuania","LTU",0.0170026407951943,53429066429.1251,10,11.04554,2.132509,48.1888,2,81.377,16.9954,3.87512662891036,1,0.047960710698016,NA,NA,0.594024306267037,1.0085013203976,65409759660.6421,"LTU",47.1552602126949,33.0086821488864,1.00594024306267,12740.0041587649,0.99952039289302,"LTU",12838.167,-0.047960710698016,"LTU",0.155493287593158,0.0547592784131542,0.936853383087954,24.9039373145609,3.93636293753045,-2.90480845591032,620.206093767578,18.3630032750997,94395435.3024534,114162280.408816,0,17.6225,134981531.728393,172184478.409207,0,0,88435530.6200597,88476157.1300547,85941987.5594239,134274190.825013,0.108845301315211,0.00850132039759715,59141895512.8685,24.80320540214,615.198998220746,0.3,-0.3,56414200.2247558,68541964.3046422,86559094.8106224,69046694.0203489
"115",115,115,"Luxembourg","LUX",0.0210524536465868,70885325883.0941,3,7.795647,4.013399,220.028,0,162.429,38.0052,5.39375481098115,1,1.47649843111627,38481000,17.4656751709501,0.118687352631883,1.01052622682329,91019192837.288,"LUX",53.711935914593,37.5983551402151,1.00118687352632,7613.14490346072,0.985235015688837,"LUX",9658.878,-1.47649843111627,"LUX",0.171397205165747,0.0480960120838967,0.923648189436632,25.2343362315247,4.00024162358922,-3.03455601416625,636.771725045639,17.8261922281801,55184475.3582015,74308699.9545747,0,38.0049,NA,113253334.464869,0,0,54323092.1001128,78621399.0698488,79505331.4166365,119661823.641519,0.119978043616023,0.0105262268232934,80376189742.4216,25.1099838217887,630.51128753049,0.3,-0.3,47395941.4593255,61278702.8587763,73030971.0382858,40857147.0965885
"116",116,116,"Macao,SAR, China","MAC",0.0580954209486603,55084050789.7182,4,3.396571,2.210991,18861.3,0,73.795,NA,9.84486748276212,1,0.799395884352412,NA,NA,NA,1.02904771047433,108473558902.166,"MAC",NA,NA,NA,1128.77667199609,0.992006041156476,"MAC",1283.45,-0.799395884352412,"MAC",0.0157768673755907,0.00252560709350263,0.891808409628109,25.4097722834738,NA,-5.98127381208386,645.656527497994,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,0.0110438071629135,0.0290477104743301,77669766382.1873,25.0757319115479,628.79233089982,0.3,-0.3,NA,NA,NA,NA
"117",117,117,"Madagascar","MDG",0.0265507838488034,13853432868.227,37,13.27371,-1.833592,38.5646,121,42.9007,5.47637,3.65233475723312,1,-5.82410893385766,11667000,16.272274901806,0.122759720851101,1.0132753919244,18972417451.0861,"MDG",71.1842557579924,49.8289790305947,1.00122759720851,7610.73841788335,1.05824108933858,"MDG",3076.613,5.82410893385766,"MDG",0.0769991867610903,0.0880944530468701,1.00844891157291,23.6662520482557,4.28244748755138,-2.42934571003275,560.091486011568,17.5603233192885,42301086.0779484,44015662.35055,0,2.22158,149353247.794996,67944681.8974045,0,0,41497628.4036966,26826911.8679976,135443872.534536,41913509.2872606,0.0538994307327632,0.0132753919244017,16228835280.1903,23.5100554525084,552.72270738002,0.3,-0.3,14711246.146044,96292801.9779123,23323031.0424037,28571345.5681048
"118",118,118,"Malawi","MWI",0.0484234894961283,7064971176.34408,19,11.45402,-1.189645,163.965,10,63.1277,20.8807,5.09965299041391,1,-3.69487474292168,21286000,16.8735601375831,0.980268382689608,1.02421174474806,12460954356.1493,"MWI",61.4128128977514,42.988969028426,1.0098026838269,2280.3778572653,1.03694874742922,"MWI",1276.116,3.69487474292168,"MWI",0.0648885610856153,0.0341120522564206,0.960608071640852,23.245865940964,4.2541877815762,-3.37810451853267,540.370283345271,16.6169755180261,16468755.1764614,20033898.6119891,0,20.882,NA,31523607.7654378,0,0,14299660.3631806,9466105.26537011,19064524.929333,15169401.1547712,0.0454219927599307,0.0242117447480641,9414286566.75289,22.9654942199499,527.413924766554,0.3,-0.3,5462659.21780473,13758272.8649553,8871847.28049396,10008014.1710853
"119",119,119,"Malaysia","MYS",0.0474869159720628,358581943446.259,63,12.70244,1.26495,88.207,71,61.4955,19.1262,4.47968632494287,1,-4.14702193388762,NA,NA,2.01746979374251,1.02374345798603,625707989111.606,"MYS",26.2577994217014,18.380459595191,1.02017469793743,465196.741079583,1.04147021933888,"MYS",242821.406,4.14702193388762,"MYS",0.314204922525815,0.201802357101291,0.97270708258207,27.1621496281473,3.54759745739021,-1.60046649074784,737.782372421863,19.9012759707398,439556125.821729,1248264671.98289,0,8.96152,964174329.78529,1776186686.19713,0,0,384336478.835943,427476361.039197,643314782.152634,624344328.793913,0.21994344576807,0.0237434579860314,475206191883.663,26.8870146349682,722.911555980992,0.3,-0.3,270366824.492963,535485888.432275,399309058.432174,314446588.029056
"120",120,120,"Maldives","MDV",0.052847063911204,5327457149.72581,0,5.703783,-0.7477362,1357.98,2,75.3014,1.13273,7.21375358046969,1,-7.64279982863864,130000,11.7752897294377,-0.124999880790712,1.0264235319556,9883333479.53507,"MDV",26.3333336512248,18.4333335558574,0.998750001192093,4336.8266192763,1.07642799828639,"MDV",1334.788,7.64279982863864,"MDV",0.225236592210082,0.23212931598505,1.00188572839053,23.0141156885148,3.25332464595779,-1.46046066611626,529.649520924343,13.4064931124001,664302.64308676,506154.469531441,NA,0.050926,NA,871053.020129866,0,0,669139.23529653,300051.722662308,NA,522981.254530406,0.157665614547057,0.026423531955602,7285161226.53202,22.7091054076503,515.703468415771,0.3,-0.3,217904.880207023,NA,382771.167626381,549748.631914629
"121",121,121,"Mali","MLI",0.044254084675795,17163432832.0957,17,14.01452,-2.094632,13.1424,14,57.442,8.23107,2.5758436447801,1,-5.97558204859851,NA,NA,0.182445884303724,1.0221270423379,28858805246.8134,"MLI",33.7660528278383,23.6362369794868,1.00182445884304,3573.25991747673,1.05975582048599,"MLI",1411.795,5.97558204859851,"MLI",0.0422290596256079,0.039891081457277,0.99644658934473,24.0856809911959,3.54497509513526,-3.22160250244518,580.120028809655,17.0439959175359,25241396.3633451,19072725.6438512,NA,8.2316,NA,30047133.1662796,0,0,24897770.9385264,11385328.5753574,NA,18163135.1889916,0.0295603417379255,0.0221270423378975,22318381514.0098,23.8286764590172,567.805821788519,0.3,-0.3,7662549.5700691,NA,12342560.0183464,19909433.1811962
"122",122,122,"Malta","MLT",0.0471209124789659,14553422928.8831,5,5.768321,2.397337,1345.47,2,100.07,28.0876,7.20449867337435,1,0.720997379927571,21490000,16.8830982686187,1.26584761138258,1.02356045623948,25288737482.302,"MLT",32.4375003576278,22.7062502503395,1.01265847611383,2090.30361567276,0.992790026200724,"MLT",2346.88,-0.720997379927571,"MLT",0.16173807482649,0.0622837274301522,0.942101391768988,23.953624974765,3.6554215551205,-2.77605508425439,573.776149431685,15.8973891881417,8019520.4848934,5045078.0873013,0.048213,6.39471,7418677.89544493,8209536.41360134,0,0,7262172.03003438,3233075.13361262,7074257.61422641,5318281.29478496,0.113216652378543,0.023560456239483,19245408810.7549,23.6805383658964,560.767897298689,0.3,-0.3,2195280.53285922,5782770.22779313,3645344.63458163,5824956.39488891
"123",123,123,"Marshall Islands","MHL",0.0113423943774483,221278000,4,5.192957,-0.9358137,316.076,1,NA,11.9638,5.75598269099902,1,-1.62326892109501,NA,NA,-1.18589743589743,1.00567119718872,253347597.818967,"MHL",63.8888888888889,44.7222222222222,0.988141025641026,132.849374414434,1.01623268921095,"MHL",102.676,1.62326892109501,"MHL",0.521545002037555,0.441128527304003,0.989588374767411,19.3502730081715,3.99012752261784,-0.81841900086338,374.43306549077,11.9290688566011,151610.32498025,584401.514794224,0,0.270441,179328.867936907,1002196.81360818,0,0,176660.908683895,899499.75503554,207261.087200555,1526451.89868948,0.365081501426289,0.00567119718872415,236815639.842781,19.2827925054265,371.826086807333,0.3,-0.3,546797.696046189,155830.237606946,939229.15265332,129309.801197873
"124",124,124,"Mauritania","MRT",0.0326242000524307,5234817927.17087,19,13.84575,-1.735111,3.61573,18,52.3339,0.621325,1.28529377160053,1,-5.9274436193449,6327000,15.660336748129,0.0126265315740166,1.01631210002622,7695009597.468,"MRT",38.5281847288251,26.9697293101776,1.00012626531574,6809.12350313471,1.05927443619345,"MRT",2709.913,5.9274436193449,"MRT",0.172635459813398,0.135553750914018,0.985000261625171,22.7638378514708,3.65315764716838,-1.99838703160905,518.192313728054,16.9251678368863,22413361.5528522,19579316.3648741,0.998692,1.08072,24816257.8057658,30825536.171768,0,0,22378402.5704563,12532220.0150655,23229877.918439,19946122.822941,0.120844821869379,0.0163121000262153,6356627112.18274,22.5727637453515,509.529663103456,0.3,-0.3,8590642.55963967,18891311.516547,13799037.7316849,17848626.5876754
"125",125,125,"Mauritius","MUS",0.0388516877012901,14220348672.7333,12,7.615791,1.847776,617.637,7,71.6095,4.73359,6.4259009062425,1,-3.23169140042027,NA,NA,-0.880903459260173,1.01942584385064,22467401226.9845,"MUS",42.3645320197044,29.6551724137931,0.991190965407398,7033.13424119388,1.0323169140042,"MUS",4228.051,3.23169140042027,"MUS",0.173820124489869,0.111678595452613,0.972729009440931,23.8353312612252,3.62243861403725,-2.19213021658179,568.123016332338,16.1495637294844,10319684.3311648,9004830.21223441,0,0.011497,14278790.7545538,14447770.1729231,0,0,11140304.2167287,10143785.2416163,9796376.71073071,16228041.0225139,0.121674087142908,0.019425843850645,17913395616.7502,23.6088146283902,557.376128157691,0.3,-0.3,6558891.26830978,7758082.63694188,10604903.6815831,8631039.13746421
"126",126,126,"Mexico","MEX",0.0208111816537559,1220699479845.98,71,14.48023,-0.7179532,60.2427,96,79.645,14.4237,4.09838140320435,1,-0.893118732536273,1.1e+09,20.8185760167507,-0.0312278030134456,1.01040559082688,1562981299593.16,"MEX",54.6495537436662,38.2546876205663,0.999687721969866,553695.25618844,1.00893118732536,"MEX",480270.657,0.893118732536273,"MEX",0.221126542406388,0.106858241894379,0.955565467792425,28.0776162028646,3.99656847368704,-2.23625216500804,788.352531635362,20.3595004272537,695054228.604179,1019371928.12251,4.3352,14.9549,1758091828.44468,1457660374.11049,0,0,696597184.311725,967374509.880816,2300177008.00981,1385070502.53093,0.154788579684472,0.010405590826878,1382157857008.19,27.9546670583459,781.463410342971,0.3,-0.3,555273160.764918,1760701446.34244,805848244.097934,519990585.622795
"127",127,127,"Micronesia (country)","FSM",0.00426918223184888,401932279.019221,12,6.55108,0.1906066,152.064,5,NA,1.45944,5.02430148486007,1,-2.10384070952832,5301000,15.4834060399699,-0.222222222222219,1.00213459111592,423013780.192685,"FSM",31.4285714285714,22,0.997777777777778,209.781905446144,1.02103840709528,"FSM",150.347,2.10384070952832,"FSM",0.435211113413231,0.477693388476212,1.00583809114243,19.8629153137676,3.41657166698749,-0.738786199008119,394.535404761903,13.143023659861,510437.591756465,2086497.66004365,0,0.016761,581830.057339003,3468996.16629928,0,0,518497.455890256,1941840.02875903,579279.554286567,3234141.71943816,0.304647779389262,0.00213459111592444,412349548.211388,19.8373819655995,393.521723249092,0.3,-0.3,1432515.19614819,504430.676413568,2403594.41090264,445668.539432595
"128",128,128,"Moldova","MDA",0.036666698360847,11443671435.9024,11,10.40057,-0.9336907,124.04,4,60.8012,4.15036,4.82060409423225,1,-0.900276106226429,48335000,17.6936664938808,-0.170194972233225,1.01833334918042,17629303362.9222,"MDA",74.2170872605655,51.9519610823959,0.998298050277668,5692.60262543211,1.00900276106226,"MDA",4932.115,0.900276106226429,"MDA",0.229796841386376,0.0982494451219151,0.948280081187455,23.5928283182772,4.28314681461362,-2.32024567586281,556.621548055705,16.1472391922875,10295723.7005545,10475370.0737121,0,4.15085,10294489.1247651,16745392.7896881,0,0,10563300.934108,10681297.6169419,9743586.72915429,17066487.6332838,0.160857788970463,0.0183333491804235,14231313294.3856,23.3787105353298,546.564106294739,0.3,-0.3,5684388.25302373,6753043.85866201,9223016.9297712,7073173.4565153
"129",129,129,"Monaco","MCO",0.0248789399937167,7184844192.63456,0,0.6931472,NA,18138,3,NA,42.9367,9.80576446400751,1,NA,NA,NA,NA,1.01243946999686,9649130558.33614,"MCO",NA,NA,NA,NA,NA,"MCO",NA,NA,"MCO",NA,NA,NA,22.9901336506565,NA,NA,528.54624527505,NA,NA,NA,0,99.5464,NA,NA,0,0,NA,NA,NA,NA,NA,0.0124394699968583,8333859382.55964,22.8435924970613,521.829718171795,0.3,-0.3,NA,NA,NA,NA
"130",130,130,"Mongolia","MNG",0.0720479871726658,13066749138.3261,24,14.25606,-0.4388356,1.82875,11,54.7316,17.6093,0.603632673352197,1,-13.1454025064482,NA,NA,-0.281311898290285,1.03602399358633,30111907132.2054,"MNG",71.4888405500914,50.042188385064,0.997186881017097,150341.595168359,1.13145402506448,"MNG",20839.561,13.1454025064482,"MNG",0.594343164752135,0.752338124003121,1.01484212807685,24.1281865162654,4.23010219595773,-0.284569423104043,582.16938456369,18.8381258090536,151807800.61462,211359295.013645,0,17.6103,120075996.653809,314036695.548552,0,0,158861911.030497,91432011.9253859,163689996.679653,138649118.665933,0.416040215326494,0.0360239935863329,19980452298.6184,23.7180202474791,562.544484459827,0.3,-0.3,46408879.1500115,109752988.027066,71546685.2256827,102587785.54174
"131",131,131,"Montenegro","MNE",0.0237577282614228,5504166666.66667,13,9.506735,0.2797183,46.0879,6,66.1227,5.62047,3.83055044266553,1,-2.80960354184508,NA,NA,-4.30024227827455,1.01187886413071,7295547588.83201,"MNE",18.9591078066914,13.271375464684,0.956997577217255,3444.82506653797,1.02809603541845,"MNE",2211.201,2.80960354184508,"MNE",0.231347801666803,0.11050241163726,0.954869779611777,22.7105300796862,2.32692257064938,-2.2027179334909,515.768176500332,15.1686816150227,3869677.06203957,1384329.31041565,1.79994,3.6528,5878566.46574026,2324679.7250892,0,0,4428631.53358032,4678314.06425195,5085067.10987145,7626725.4873588,0.161943461166762,0.0118788641307114,6342111466.4865,22.5704775888284,509.426458587805,0.3,-0.3,3658394.14954698,4549764.34204909,5999834.60049212,3921218.09409653
"132",132,132,"Morocco","MAR",0.038422389447123,117921394402.361,18,13.00875,-0.4081735,74.6496,18,58.6097,30.7884,4.31280516563193,1,-3.36973839998486,293567000,19.4976164505674,0.214027661233299,1.01921119472356,185387789750.646,"MAR",68.5447008738517,47.9812906116962,1.00214027661233,101732.279330006,1.03369738399985,"MAR",59863.775,3.36973839998486,"MAR",0.229753637766888,0.142919496836766,0.97076546440017,25.9457156289592,4.25741795270426,-1.9454737664267,673.18015949882,18.6254276429085,122721441.640226,126168504.740993,4.89761,18.48,169584510.232934,189830087.484714,0,0,118644068.677482,88290896.7174392,197444506.608658,133999871.647211,0.160827546436822,0.0192111947235615,148170869086.164,25.7216319656163,661.602350974614,0.3,-0.3,45532952.3655877,139195232.589485,70228875.1194775,80938419.6316828
"133",133,133,"Mozambique","MOZ",0.0607566300806738,14717223206.9,30,13.5752,-1.740693,31.8275,17,71.1118,21.5922,3.46033069595366,1,-19.0791173296516,NA,NA,0.161818083280402,1.03037831504034,29868604740.9434,"MOZ",63.5189094330985,44.4632366031689,1.0016181808328,137730.664557491,1.19079117329652,"MOZ",8426.766,19.0791173296516,"MOZ",0.248174033995025,0.953870975268196,1.087791925706,24.1200737570337,4.17397386976163,-0.0472268627305311,581.777958044744,17.6764535502776,47510131.9408944,110612296.418083,0.238999,13.4487,54846484.6321769,166958590.833535,0,0,46877391.6204541,24743731.5725394,54178414.9821991,38734966.8530793,0.173721823796517,0.0303783150403369,21075913037.4222,23.7713966631425,565.079299316463,0.3,-0.3,13426297.1519457,38078478.5169069,21333304.0517569,31872892.0817749
"134",134,134,"Myanmar","MMR",0.0778134695364146,71214803377.8284,56,13.38966,-2.22371,78.7893,49,37.0459,6.637,4.36677720084194,1,-8.31365243201959,13700000,16.4329063907984,0.971798487926358,1.03890673476821,175022369888.961,"MMR",19.538188277087,13.6767317939609,1.00971798487926,77628.3794652911,1.0831365243202,"MMR",21631.633,8.31365243201959,"MMR",0.0826525407240104,0.0495438840685812,0.968519491093291,25.8881796306375,3.10776588924014,-3.00489645531801,670.197844588157,17.4739624743287,38801228.8051848,55200790.8166024,NA,4.44265,NA,84742147.479893,0,0,37100205.8024362,21146135.6693531,NA,33229987.9537832,0.0578567785068073,0.0389067347682073,112587200104.482,25.4469938703865,647.54949703949,0.3,-0.3,13488318.5992144,NA,21429446.5837704,30039579.3707023
"135",135,135,"Namibia","NAM",0.0335452601334338,14521711633.9533,32,13.62106,0.6073833,2.67252,15,82.8156,37.8906,0.983021847518621,1,-8.54745875532891,NA,NA,-0.00283351127908524,1.01677263006672,21576043253.3729,"NAM",47.1389182426605,32.9972427698623,0.999971664887209,13948.4334372673,1.08547458755329,"NAM",3755.008,8.54745875532891,"NAM",0.155839650042995,0.205332827141823,1.01738721650433,23.7948494274802,3.85270225228677,-1.58312306933816,566.194859276457,18.8191294905175,148951229.348105,140159071.628329,0.045744,23.2472,170514586.124003,210340766.020154,0,0,149092919.200476,74288986.9141635,181293238.277554,113224021.312688,0.109087755030096,0.0167726300667169,17729805631.885,23.5985129943038,556.889815542325,0.3,-0.3,46963786.3534243,141629795.299983,72381215.3455557,113802309.605873
"136",136,136,"Nauru","NRU",0.156548045775331,125628504.250316,2,2.995732,-0.9580744,552.381,2,NA,NA,6.31423802557793,1,2.51188354129531,NA,NA,0,1.07827402288767,719535686.638471,"NRU",20.0000002980232,14.0000002086162,1,31.7308083243496,0.974881164587047,"NRU",47.671,-2.51188354129531,"NRU",0.302998904766015,0.0145235322037839,0.827064632420509,20.3941166822813,2.99573228845515,-4.23198503444614,415.919995250502,10.4801260156481,35600.8935287763,NA,6.1919,NA,83036.8379668226,NA,0,0,35464.6521248936,NA,NA,NA,0.21209923333621,0.0782740228876655,310340103.05067,19.5531793606769,382.3268231108,0.3,-0.3,NA,NA,NA,27067.8295645327
"137",137,137,"Nepal","NPL",0.0477887558577393,29040398982.3466,38,11.87304,-1.682274,188.275,29,42.9055,23.6274,5.23790365998742,1,-12.4441268341667,NA,NA,-0.153840075624278,1.02389437792887,50849581371.278,"NPL",28.7478200209278,20.1234740146495,0.998461599243757,52449.7528993882,1.12444126834167,"NPL",8030.73,12.4441268341667,"NPL",0.118405419030595,0.280544702550411,1.05539347748809,24.6521377267872,3.33700774467335,-1.27102219933587,607.727894500484,16.5225985560122,14985573.895719,17802320.706187,NA,23.6261,NA,28092843.6927756,0,0,15162854.5220601,7469416.26874345,NA,12038947.4996598,0.0828837933214165,0.0238943779288696,38553559325.3023,24.3753142627922,594.155945409882,0.3,-0.3,5064822.8799048,NA,8240882.17535264,12335937.6531461
"138",138,138,"Netherlands","NLD",0.010290432043471,913658465709.125,10,10.42576,3.969671,496.834,3,149.09,11.2725,6.20825596628072,1,0.948862966231637,2.3e+09,21.5561749598815,-0.638117407437023,1.00514521602174,1033091439571.76,"NLD",53.3095874146631,37.3167111902642,0.99361882592563,143633.489995667,0.990511370337684,"NLD",167303.208,-0.948862966231637,"NLD",0.201492792935827,0.0989076635027848,0.95650149160109,27.663576820611,3.88649350031665,-2.31356855596633,765.273482509848,20.1944614916646,589309158.887182,809502173.156162,10.8681,20.1041,959743050.550467,1164069769.87659,0,0,632193999.079196,1151405954.64005,1204910385.0438,1641588832.6671,0.141044955055079,0.0051452160217355,971694181862.683,27.6023069641879,761.887349745255,0.3,-0.3,701576837.798835,943390592.843524,1012392955.65129,483725287.090033
