"","countries","type","amt_provided_developinginthousan","mobilizing_int_finflowsinusdthou","mobililizing_int_flows_coeff","dom_exp","gaps","needs","avail_resources","expected_funding_gap","int_pob","incl","eval","inc_pob","type_exp","sources","domestice_sources","international_sources","report_dom_exp","report_funding_gaps","prepare_fin_plans","newneeds","domexp_thousand","ln_newneeds","lndomexp_thousand","birdspeciesthreatened","mammalspeciesthreatened","landareasqkm","ln_landarea","politicalstabilityandabsenceofvi","governmenteffectivenessestimate","Price_Index_yr2011","terrestrialprotectedareasoftotal","terrestrialandmarineprotectedare","gdpconstant2010us","lnGDP","GDP_sq","CO2_Ems","GDP_CO2","Threatened_Species","yhat_exp","exp_domexp3","yhat_9","N9","manual_exp7","lnmanual_exp7","error","controlofcorruptionestimate","regulatoryqualityestimate","ruleoflawestimate","voiceandaccountabilityestimate","populationgrowthannual","average_co2emmkt","average_population_density","Gov","agriculturallandoflandarea","ln_average_co2emmkt","ln_manual_E12","manual_E12","oilrentsofgdp","yhat_N12","N_12","OR_Table9","countrycode","pc1","pc2","pc3","pc4","pc5","pc6","yhat_exp_pca","Exp_pca","manual_exp_pca","lnmanual_exp_pca","yhat","N_pca","biofin","dev","broad_region","new_domexp","ln_newdomexp","new_needs","constant","ln_agland","ln_CO2ems","ln_popdnsty","ln_GDP2010","AvgCO2ReductionPercent","ln_CO2reduct","EmAbsDiff","EmExtrapExp","ln_emexp2","ln_Emily_Manual_Exp","Emily_Manual_Exp","ln_rishman2","ExtrapExpRishman","ln_anthony","anthonyMan","EmilyNeeds"
"81","Malaysia","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,71,328550,12.70244,0.203229,0.966614,61.4955,19.1262,8.96152,2.9e+11,26.39315,696.5982,0.35322,9.322587,134,19.79472,3.95e+08,19.81393,4.03e+08,3.95e+08,19.79472,NA,0.216401,0.733633,0.525386,-0.33084,1.3512,210261,88.207,1.26495,23.4217,12.2561,19.55405,3.11e+08,4.89761,20.27357,6.38e+08,1,"MYS",2.52465,-0.2316874,-0.4970399,-0.4110678,1.488847,0.8849013,19.21617,2.22e+08,2.22e+08,19.21617,19.3864,2.63e+08,1,1,"Asia",NA,NA,NA,1,3.15366294306725,-1.04066418671391,4.47968632494287,26.3931467599269,-4.85641414959871,NA,NA,457442648.621876,19.9411620766183,19.9411620766183,457442648.621876,19.5089694514456,296918857.226004,19.7925732652061,394280548.224854,667010042.562008
"82","Maldives","Developing",0,NA,NA,130,2743,4475.25,1732,2743,0,1,1,1,0,1,0,1494,0,0,0,4475250,130000,15.3140727740524,11.77529,0,2,300,5.703783,0.369562,-0.399805,75.3014,1.13273,0.050926,3e+09,21.82188,476.1944,0.214206,4.674377,2,12.88062,392627.3,13.36716,638683.1,130000,11.77529,-1.105327,-0.640559,-0.424511,-0.535773,-0.604958,4.31622,969.718,1357.98,-0.7477362,26.4545,6.877005,11.77529,130000,0,12.27968,215277.7,1,"MDV",-2.94888,0.8819302,0.4261612,-0.5819606,1.287303,-1.36506,13.41546,670289.1,130000,11.77529,12.41619,246765.8,0,1,"Asia",130000,11.7752897294377,4475250,1,3.27542627615859,-1.54081711015631,7.21375358046969,21.8218781256145,-7.51232449767179,NA,129997.939465826,310978.8179267,12.6474800792814,11.7752897294377,130000,13.5099798199333,736732.258782452,13.1265993919794,502122.49958332,231247.380264339
"83","Marshall Islands","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,180,5.192957,0.77078,-1.56671,NA,11.9638,0.270441,1.7e+08,18.95131,359.1521,0.560989,10.63148,5,NA,NA,NA,NA,NA,NA,NA,-0.069314,-1.04418,-0.087322,1.17195,0.51151,100.639,316.076,-0.9358137,68.6869,4.611537,12.13647,186552.5,NA,NA,NA,1,"MHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Oceania",NA,NA,NA,1,4.22955849691186,-0.578053981494814,5.75598269099902,18.9513089950145,-1.46296296296296,NA,NA,1792637.56912409,14.3991985955816,14.3991985955816,1792637.56912409,12.4213476027461,248040.570562666,NA,NA,2991461.24466209
"84","Mauritius","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,2030,7.615791,0.904704,0.967465,71.6095,4.73359,0.011497,1.1e+10,23.12116,534.5881,0.199586,4.61466,19,16.03832,9233257,16.31144,12100000,9233257,16.03832,NA,0.263914,1.0542,0.796205,0.827477,0.10539,3878.06,617.637,1.847776,43.8424,8.263089,16.10296,9849808,0,16.08179,9643409,1,"MUS",-1.577494,1.285668,0.0950797,0.3009909,0.6106885,-0.9832075,15.75962,6987405,6987405,15.75962,16.14849,10300000,0,1,"Africa",NA,NA,NA,1,3.78060138566688,-1.61151005784528,6.4259009062425,23.1211611097448,-1.94395174427416,NA,NA,9865443.65733994,16.1045486692953,16.1045486692953,9865443.65733994,16.3053457883321,12059288.9521322,16.1145300856465,9964407.83767954,15793444.014145
"85","Mexico","Developing",0,NA,NA,1100000,516366,1600000,1100000,516366,1,2,1,1,2,1,0,54971,1,1,1,1.6e+09,1.05e+09,21.1932694661921,20.77227,71,96,1900000,14.48023,-0.713889,0.070886,79.645,14.4237,14.9549,1.1e+12,27.72633,768.7495,0.271664,7.532246,167,20.04522,5.08e+08,20.0475,5.09e+08,1.05e+09,20.77227,0.7270565,-0.807618,0.283608,-0.533302,-0.045653,1.2025,482739,60.2427,-0.7179532,54.8599,13.08723,20.77227,1.05e+09,4.04098,21.49266,2.16e+09,1,"MEX",3.631466,-1.753337,-1.301066,0.2633563,0.939217,-0.1375976,21.15365,1.54e+09,1.05e+09,20.77227,20.84407,1.13e+09,1,1,"America",1.1e+09,20.8185760167507,1.6e+09,1,4.00478266268607,-1.30318927040848,4.09838140320435,27.7263312957329,-0.0612974713411768,NA,472637546.250237,630905278.372887,20.2626662957237,20.8185760167507,1.1e+09,20.2442221560729,619375429.242116,20.024504672149,497200872.362108,1570042865.65105
"86","Micronesia (country)","Developing",NA,NA,NA,5301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5301000,NA,15.48341,12,5,700,6.55108,1.11925,-0.257716,NA,1.45944,0.016761,3e+08,19.51929,381.0028,0.400408,7.815681,17,NA,NA,NA,NA,5301000,15.48341,NA,0.70916,-0.986505,-0.128045,1.13685,1.22912,133.642,152.064,0.1906066,31.6234,4.895163,15.48341,5301000,NA,NA,NA,1,"FSM",NA,NA,NA,NA,NA,NA,NA,NA,5301000,15.48341,15.88975,7958511,0,1,"Oceania",5301000,15.4834060399699,NA,1,3.45389735288245,-0.915271251720689,5.02430148486007,19.5192930326205,-4.55287780998732,NA,4119284.61269075,3933756.18034739,15.1851052984678,15.4834060399699,5301000,13.3716003399219,641523.015433974,NA,NA,8615596.84162568
"87","Mongolia","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,11,1600000,14.25606,0.65517,-0.462391,54.7316,17.6093,17.6103,9.4e+09,22.96167,527.2384,0.769926,17.6788,35,18.22505,82200000,18.35036,93200000,82200000,18.22505,NA,-0.568697,-0.236676,-0.320158,0.205801,1.74609,18637.7,1.82875,-0.4388356,72.969,9.832943,18.92983,1.66e+08,1.79994,18.79813,1.46e+08,1,"MNG",0.5404806,-0.8231795,3.343465,1.814465,0.7913092,0.8946515,17.37975,35300000,35300000,17.37975,17.66614,4.7e+07,0,1,"Asia",NA,NA,NA,1,4.2900346934216,-0.261460872648787,0.603632673352197,22.9639755262224,-15.2004690894403,NA,NA,168708285.581692,18.9436816606059,18.9436816606059,168708285.581692,18.7414722823599,137821824.53754,18.305103575538,89085182.3961839,252045234.402801
"88","Morocco","Developing",0,NA,NA,293567,1e+06,364380,1400000,1e+06,0,2,1,1,0,5,0,116147,NA,NA,NA,3.64e+08,2.94e+08,19.7137078371018,19.49762,18,18,446300,13.00875,-0.361234,-0.129126,58.6097,30.7884,18.48,1e+11,25.32844,641.5297,0.265284,6.719229,36,18.19173,79500000,18.31929,90400000,2.94e+08,19.49762,1.305889,-0.194324,-0.201428,-0.122608,-0.654699,1.32729,55377.4,74.6496,-0.4081735,67.7797,10.92193,19.49762,2.94e+08,0.014378,19.29842,2.41e+08,1,"MAR",0.496011,-0.5850652,-0.1506189,1.212898,-0.4446706,0.1972793,18.55827,1.15e+08,2.94e+08,19.49762,19.65004,3.42e+08,0,1,"Africa",293567000,19.4976164505674,364380000,1,4.21626274008472,-1.32695432874116,4.31280516563193,25.3284360229345,-3.05037953648602,NA,238709863.351434,85063432.1613833,18.2589077968627,19.4976164505674,293567000,18.5160791244799,110009702.507436,18.3236388551779,90751799.0520672,432705645.764139
"89","Namibia","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,15,823290,13.62106,0.666784,0.167173,82.8156,37.8906,23.2472,1.3e+10,23.28822,542.341,0.160795,3.744629,47,18.21553,81500000,18.34149,92400000,81500000,18.21553,NA,0.320266,-0.09729,0.237417,0.550364,1.83602,2976.79,2.67252,0.6073833,47.1398,7.9986,18.86598,1.56e+08,0,18.76805,1.42e+08,1,"NAM",-0.3138005,0.3552002,-1.157301,0.8881655,-0.3151805,1.360484,17.62728,45200000,45200000,17.62728,17.89802,59300000,0,1,"Africa",NA,NA,NA,1,3.85311765481761,-1.82762501724808,0.983021847518621,23.2882151944079,-8.34564965688923,NA,NA,80451735.1807144,18.2031679996065,18.2031679996065,80451735.1807144,18.8271133258772,150145191.295569,18.5842637054412,117772305.679289,122379012.023986
"90","Nauru","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,20,2.995732,0.551103,-0.460872,NA,NA,NA,8.1e+07,18.20996,331.6026,0.64345,11.7172,4,NA,NA,NA,NA,NA,NA,NA,-0.490458,-0.798128,-0.857953,0.606166,3.20856,43.1891,552.381,-0.9580744,20,3.765588,9.84165,18800.71,0,NA,NA,1,"NRU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Oceania",NA,NA,NA,1,2.99573227355399,-0.440910955042463,6.31423802557793,18.2099597126367,-1.23106060606061,NA,NA,314028.968383958,12.6572405166349,12.6572405166349,314028.968383958,10.3940489590012,32664.6574023389,NA,NA,546736.814459401
"91","Nicaragua","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,7,120340,11.69808,-0.213292,-0.754931,51.2872,37.2272,15.498,1e+10,23.02585,530.1898,0.194931,4.488452,24,15.94526,8412735,16.22466,11100000,8412735,15.94526,NA,-0.916128,-0.530564,-0.75544,-0.658844,1.28735,4604.53,49.7368,-1.432859,42.3572,8.434795,16.00956,8971449,0,16.21806,11100000,1,"NIC",-1.248515,-0.5164958,-0.5586863,0.5453737,-0.1321294,1.19368,16.07941,9620518,9620518,16.07941,16.44806,13900000,0,1,"America",NA,NA,NA,1,3.74613841845407,-1.63510962919056,3.9067451017661,23.0258509299405,-1.16258148112113,NA,NA,4943500.78676013,15.4135842994697,15.4135842994697,4943500.78676013,16.1795829883385,10634170.3079802,16.3593606976358,12728583.5748177,8048230.33045191
"92","Nigeria","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,31,910770,13.72205,-2.02499,-1.05346,62.3197,13.9297,11.6107,3.9e+11,26.68941,712.3248,0.123705,3.301614,52,18.01665,66800000,18.15605,76700000,66800000,18.01665,NA,-1.10015,-0.870765,-0.956114,-0.405788,2.62687,94107,184.462,-2.644061,78.3453,11.45219,18.18074,78700000,10.8681,19.1285,2.03e+08,1,"NGA",1.043145,-2.528767,-0.715368,0.1033995,-1.352874,-1.498874,19.13159,2.04e+08,2.04e+08,19.13159,19.30717,2.43e+08,0,1,"Africa",NA,NA,NA,1,4.36112597976597,-2.08985558002871,5.21744348020786,26.6894125760701,-0.197438379959872,NA,NA,50412111.8872656,17.735742019394,17.735742019394,50412111.8872656,18.1935498915102,79681651.0081829,18.032381401198,67820929.5836601,77561913.1083755
"93","Oman","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,309500,12.64271,0.73742,0.183734,64.2477,2.57182,1.01831,6.3e+10,24.8664,618.3378,0.37311,9.277903,23,19.03208,1.84e+08,19.10284,1.98e+08,1.84e+08,19.03208,NA,0.282429,0.521636,0.43359,-1.05882,4.98087,50029.3,11.6042,1.003151,4.6564,10.82036,17.77658,52500000,34.2597,20.48144,7.85e+08,1,"OMN",0.3804058,0.0411947,1.719424,-3.060774,-0.7838411,0.3974307,16.07959,9622280,9622280,16.07959,16.44823,13900000,0,1,"Asia",NA,NA,NA,1,1.53824261739195,-0.985881996648378,2.45136710154669,24.8664005633379,-5.81569795593763,NA,NA,51340785.3295407,17.7539960299311,17.7539960299311,51340785.3295407,17.911650678064,60107830.251416,18.9731585479617,173755300.420605,78955634.7088667
"94","Pakistan","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,25,770880,13.55529,-2.4081,-0.661467,36.3605,12.3131,9.79494,2e+11,26.02158,677.1228,0.220119,5.727845,58,18.2346,8.3e+07,18.35926,9.4e+07,8.3e+07,18.2346,NA,-0.817814,-0.637448,-0.74566,-0.726928,2.07902,160039,243.357,-2.27564,46.6476,11.98317,17.75879,51600000,0.74961,17.81982,54800000,1,"PAK",0.8586432,-2.4434,-0.3309965,-0.0513881,-0.136393,-0.947794,18.15122,76400000,76400000,18.15122,18.38882,96900000,0,1,"Asia",NA,NA,NA,1,3.84262147902458,-1.51358696977746,5.49452950101883,26.0215832034944,-1.66961629510731,NA,NA,21871850.0724919,16.9007109831533,16.9007109831533,21871850.0724919,17.8458102712813,56277775.9186118,18.1054315708483,72960705.3163353,34342184.9329659
"95","Palau","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,460,6.131227,0.919311,-0.349618,NA,27.9801,82.9416,2e+08,19.11383,365.3384,0.993125,18.98242,10,NA,NA,NA,NA,NA,NA,NA,-0.490458,-0.482592,0.286916,1.18951,0.339039,255.468,39.3585,-0.064204,10.8696,5.543096,12.00697,163893.4,NA,NA,NA,1,"PLW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Oceania",NA,NA,NA,1,2.38596990192798,-0.00689874169115659,3.67271196170176,19.1138279245123,0.155177450527665,-1.86318597478091,NA,1192502.9059564,13.9915649386024,13.9915649386024,1192502.9059564,12.3465121493337,230155.89193575,NA,NA,2009834.24890348
"96","Panama","Developing",0,NA,NA,10202,825,9227.67,10053,825,1,1,1,1,0,1,8455.5,0,1,0,0,9227670,10200000,16.0377171369081,16.13809,25,17,74340,11.2164,0.334676,0.148483,70.572,20.8913,5.23497,3.6e+10,24.30679,590.8198,0.151668,3.686562,42,17.31658,33200000,17.50329,4e+07,10200000,16.13809,-1.178486,-0.462378,0.374667,-0.027413,0.537464,1.70559,8826.47,50.7921,0.1879652,30.2436,9.08551,16.13809,10200000,0,16.33013,12400000,1,"PAN",-0.4249786,0.3128881,-0.8373029,0.0696798,-0.0137525,0.3911737,17.0473,25300000,10200000,16.13809,16.50303,14700000,0,1,"America",10202000,16.138094337465,9227670,1,3.40928459184477,-1.88606135752915,3.9277408306802,24.3067847754025,-2.71526123678718,NA,10346802.2328773,27464389.4711176,17.1284007951696,16.138094337465,10202000,17.0960995716453,26591430.8045449,17.5673117698333,42597740.4960161,16318899.4137929
"97","Papua New Guinea","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,41,452860,13.02334,-0.526212,-0.659902,NA,3.06729,0.657992,1.6e+10,23.49586,552.0552,0.247144,5.806859,80,NA,NA,NA,NA,NA,NA,NA,-0.911723,-0.530049,-0.807677,0.077777,1.99727,5332.63,16.8415,-1.537582,2.56752,8.5816,16.36977,12900000,4.60903,17.07125,25900000,1,"PNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Asia",NA,NA,NA,1,0.942940452468913,-1.39778411627886,2.82384607848156,23.4958545591862,-6.40504178671156,NA,NA,7774905.16095742,15.8664118180076,15.8664118180076,7774905.16095742,16.5889055935068,16012906.2153716,NA,NA,12519101.0560812
"98","Paraguay","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,10,397300,12.89245,-0.005181,-0.800179,68.7779,11.7132,11.7133,2.9e+10,24.09056,580.3551,0.083052,2.000769,37,17.56339,42400000,17.73342,50300000,42400000,17.56339,NA,-0.839805,-0.241894,-0.657328,-0.044808,1.32466,4886.07,16.1784,-1.155236,53.5803,8.494144,17.49837,39800000,0,17.36184,34700000,1,"PRY",-0.6429605,-0.9281392,-0.9643048,0.5705746,-0.6891635,-0.481226,17.32522,33400000,33400000,17.32522,17.61506,44700000,0,1,"America",NA,NA,NA,1,3.98118146320493,-2.48828836133441,2.7836770192252,24.0905616669329,-4.63422479514149,NA,NA,28421306.1083009,17.1626496369418,17.1626496369418,28421306.1083009,17.5623973881988,42388912.4929883,17.6316745552419,45429605.5560233,44342171.5424485
"99","Peru","Developing",NA,NA,NA,500200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3e+07,5e+08,NA,20.03052,119,53,1300000,14.06237,-0.333758,-0.21947,71.227,21.2994,13.132,1.6e+11,25.79844,665.5594,0.173092,4.465503,172,19.99739,4.84e+08,20.0029,4.87e+08,5e+08,20.03052,0.0331287,-0.499581,0.491409,-0.501387,0.238929,1.4353,50194.3,23.2142,-0.4464307,18.6274,10.82366,20.03052,5e+08,0.807553,20.14809,5.63e+08,1,"PER",2.340309,-1.331651,-2.15643,-0.4307869,1.416114,1.13123,19.21535,2.21e+08,5e+08,20.03052,20.14924,5.63e+08,1,1,"America",500200000,20.0305185764078,NA,1,2.92463361502441,-1.75393203392805,3.14476416039997,25.7984396521802,-8.13093307224138,NA,175709912.701367,404464630.61458,19.8180748508736,20.0305185764078,500200000,19.7218479131403,367358185.791575,19.9382383528591,456107165.924211,727770824.888076
"100","Philippines","Developing",0,NA,NA,129552,387295,599999,212705,387295,0,1,1,1,2,2,28400,2366,0,0,0,6e+08,1.3e+08,20.2124385465124,18.67959,93,38,298170,12.60542,-1.05121,0.059023,53.1543,15.3178,3.1414,2.3e+11,26.16134,684.416,0.161201,4.217235,131,19.18239,2.14e+08,19.24299,2.28e+08,1.3e+08,18.67959,-0.5027962,-0.479833,-0.003878,-0.381467,0.117766,1.51498,84627,326.181,-0.7658762,40.8644,11.34601,18.67959,1.3e+08,0.159723,18.72485,1.36e+08,1,"PHL",1.752231,-1.475318,-1.604622,-0.0239974,0.9924404,-0.2593243,19.01924,1.82e+08,1.3e+08,18.67959,18.88376,1.59e+08,1,1,"Asia",129552000,18.679592902908,599999000,1,3.71025926836918,-1.82510324545491,5.78745244201597,26.1613451458696,-5.79170676142533,NA,110438069.617648,184777792.482025,19.034664539399,18.679592902908,129552000,19.0450344558175,186703892.232519,19.074517100344,192290364.047082,194795271.244687
"101","Qatar","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,11610,9.359622,0.84274,0.801392,85.4492,9.63616,3.40826,1.4e+11,25.66491,658.6875,0.388293,9.965504,13,17.8302,55400000,17.9822,64500000,55400000,17.8302,NA,0.847915,0.576251,0.777378,-1.16061,3.48736,77862.6,178.515,1.789578,5.73416,11.2627,16.58227,15900000,24.9379,18.6346,1.24e+08,1,"QAT",0.3373686,1.475106,1.628026,-2.363717,-0.3798935,0.2435907,16.47332,14300000,14300000,16.47332,16.81705,20100000,0,1,"Asia",NA,NA,NA,1,1.746441270804,-0.94599506970549,5.18467263130251,25.6649082595557,-7.34958214386647,NA,NA,120889927.324104,18.6103909980042,18.6103909980042,120889927.324104,16.8091963931725,19959113.0836312,17.8173275153761,54697442.724498,182077413.792858
"102","Saint Kitts and Nevis","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,260,5.560682,0.627707,0.259818,86.1104,3.31776,0.249478,8.3e+08,20.53694,421.7657,0.180611,3.709197,5,13.32058,609612.4,13.77739,962595.5,609612.4,13.32058,NA,0.445162,0.399689,0.424764,0.973449,0.821351,220.427,191.914,1.010442,21.8182,5.395568,12.86346,385948.3,0,13.23035,557017.3,1,"KNA",-3.320349,1.148789,0.2343597,-0.2154021,0.6297438,-0.2469924,13.3646,637047.3,637047.3,13.3646,13.90497,1093585,0,1,"America",NA,NA,NA,1,3.08274448387661,-1.71140973176991,5.25704735501648,20.5369362587549,-1.77583299353235,NA,NA,3171482.68637618,14.9697097609134,14.9697097609134,3171482.68637618,13.269766417584,579410.460157092,13.6552491458602,851921.05737904,5219407.65950833
"103","Saint Lucia","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,610,6.413459,0.938319,0.07873,88.0508,18.7635,0.931714,1.4e+09,21.05974,443.5126,0.197208,4.153149,9,13.84105,1025864,14.26268,1563873,1025864,13.84105,NA,0.55718,0.293385,0.583299,1.00119,0.487055,396.036,287.431,1.130635,17.1237,5.981505,13.6054,810496.3,0,13.97158,1168911,1,"LCA",-2.901308,1.494119,-0.0587241,-0.2106136,0.6852236,0.646307,13.78689,971787,971787,13.78689,14.30055,1624243,0,1,"America",NA,NA,NA,1,2.84046346885804,-1.62349626968514,5.6609828314328,21.0597380735676,-1.34379509379509,NA,NA,2798509.54940196,14.8445975296365,14.8445975296365,2798509.54940196,13.9848103098099,1184475.13432365,14.3668982379643,1735659.88801184,4619643.67098734
"104","Saint Vincent and the Grenadines","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,390,5.966147,0.916485,0.168005,80.7768,22.4264,0.466329,7.1e+08,20.38078,415.376,0.21121,4.304624,6,13.33701,619711,13.79271,977454.9,619711,13.33701,NA,0.693536,0.280751,0.482036,0.980048,0.290273,230.614,279.08,1.173125,25.641,5.440743,13.34737,626167.4,0,13.77403,959370.5,1,"VCT",-3.25475,1.432387,0.0418823,0.1043113,0.7697335,0.7879572,13.45236,695483.8,695483.8,13.45236,13.98718,1187290,0,1,"America",NA,NA,NA,1,3.24419263285199,-1.55490237978609,5.63149847907104,20.3807755279996,-1.42560203136888,NA,NA,2896613.70477146,14.879052924668,14.879052924668,2896613.70477146,13.71523672675,904589.679227939,13.9364428742974,1128548.52547981,4777580.01482326
"105","Samoa","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2830,7.948032,1.1737,0.542194,NA,7.15639,0.237693,6.9e+08,20.3522,414.2121,0.183388,3.732349,8,NA,NA,NA,NA,NA,NA,NA,0.433055,-0.112919,0.773977,0.742937,0.559741,187.424,66.7495,1.291224,12.708,5.233376,14.23041,1514225,0,14.43187,1852174,1,"WSM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Asia",NA,NA,NA,1,2.54223171640727,-1.69615115205291,4.2009468066156,20.3522021555556,-2.35079396039525,NA,NA,4370337.94096134,15.2903508961096,15.2903508961096,4370337.94096134,14.5576849267055,2100497.80941899,NA,NA,7136475.12388653
"106","Saudi Arabia","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,2100000,14.58083,-0.495236,0.249933,63.1699,4.61675,4.3659,5.9e+11,27.10339,734.5936,0.38394,10.40608,29,20.59144,8.76e+08,20.5568,8.47e+08,8.76e+08,20.59144,NA,0.218777,0.010819,0.16566,-1.7548,2.291,493885,13.561,0.1436548,80.7144,13.11006,20.53554,8.29e+08,39.331,23.31489,1.34e+10,1,"SAU",2.076595,-1.418929,1.990967,-1.397478,-2.090855,-1.221728,19.34582,2.52e+08,2.52e+08,19.34582,19.50785,2.97e+08,0,1,"Asia",NA,NA,NA,1,4.39091699801933,-0.957268988602713,2.60719802610581,27.1033883738462,-4.55056224433234,NA,NA,1011442039.83781,20.7346429117319,20.7346429117319,1011442039.83781,20.3359028873046,678844663.780738,20.3647537032134,698715147.764135,1446595966.84251
"107","Seychelles","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6,460,6.131227,0.654723,0.414139,69.683,42.096,0.051368,1.1e+09,20.81858,433.4131,0.292907,6.097907,19,13.21479,548413.9,13.67875,872175.8,548413.9,13.21479,NA,0.696307,-0.201914,0.156161,0.118545,1.46023,523.974,195.888,0.8073043,4.8419,6.261441,12.95691,423753.9,0,13.61343,817026.8,1,"SYC",-2.693453,1.731489,-0.0325902,-0.2838371,1.262713,2.275058,13.49148,723225.3,723225.3,13.49148,14.02382,1231598,1,1,"Africa",NA,NA,NA,1,1.57730720567972,-1.22790012649241,5.27754306733156,20.8185760167507,2.9921922665691,1.09600631826458,NA,1158588.66026672,13.9627131501522,13.9627131501522,1158588.66026672,13.3767239999392,644818.396254693,14.0399456872969,1251615.51558071,1954047.51540856
"108","Singapore","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14,704.077,6.556888,1.42389,2.21537,91.3986,5.57637,2.47093,2.6e+11,26.28395,690.8459,0.119375,3.137646,36,18.32631,9.1e+07,18.44477,1.02e+08,9.1e+07,18.32631,NA,2.11206,2.18424,1.82625,-0.127882,0.868111,43564.4,7387.55,4.517107,1.00883,10.68199,22.43806,5.56e+09,0,21.61447,2.44e+09,1,"SGP",-0.3586614,4.847218,-1.531808,-3.210494,5.25091,-5.401865,15.07294,3516357,3516357,15.07294,15.50525,5418053,0,1,"Asia",NA,NA,NA,1,0.00879124352933226,-2.12548548018124,8.90755142988096,26.2839474679619,-14.5418466407297,NA,NA,245.357438618247,5.50271608047146,5.50271608047146,245.357438618247,23.0323532767117,10065235329.2302,18.1010364936935,72640741.0361044,508.455096346335
